Symbol_Period,Initial_Open,Close,High,Low,Prev_Close,Volume,Label,Start_Date,End_Date
AXISBANK_1891-1980,557.7,575.9,613.45,507.0,560.2,551006373.0,Symmetrical Triangle,2015-04-01,2015-08-10
AXISBANK_2251-2340,592.25,451.25,612.4,424.4,588.75,817009962.0,Triple Bottom Reversal,2016-09-16,2017-01-24
AXISBANK_2521-2610,488.0,552.3,627.6,447.5,513.15,788390429.0,Ascending Triangle,2017-10-18,2018-02-26
AXISBANK_2791-2880,610.9,765.6,787.65,580.5,612.65,930439156.0,Symmetrical Triangle,2018-11-21,2019-04-01
AXISBANK_2881-2970,769.15,649.45,827.75,643.2,765.6,794058936.0,Head and Shoulders,2019-04-02,2019-08-13
AXISBANK_3061-3150,760.9,379.55,765.85,286.0,760.15,2044347063.0,Symmetrical Triangle,2019-12-30,2020-05-11
AXISBANK_3151-3240,376.3,449.55,533.85,332.85,379.55,3212130649.0,Triple Bottom Reversal,2020-05-12,2020-09-15
BAJAJ-AUTO_361-450,1469.9,1983.75,2054.95,1465.0,1462.4,22105906.0,Ascending Triangle,2009-11-16,2010-03-29
BAJAJ-AUTO_451-540,1990.0,2719.7,2754.9,1971.5,1983.75,20831892.0,Triple Bottom Reversal,2010-03-30,2010-08-04
BAJAJ-AUTO_721-810,1477.0,1573.55,1617.0,1260.3,1477.7,37725946.0,Triple Bottom Reversal,2011-04-26,2011-08-30
BAJAJ-AUTO_811-900,1639.0,1456.9,1823.55,1408.65,1573.55,44097118.0,Double Top,2011-09-02,2012-01-11
BAJAJ-AUTO_901-990,1463.0,1507.25,1843.35,1407.2,1456.9,43465087.0,Double Top,2012-01-12,2012-05-22
BAJAJ-AUTO_991-1080,1496.0,1820.1,1828.9,1425.1,1507.25,43728217.0,Triple Bottom Reversal,2012-05-23,2012-09-27
BAJAJ-AUTO_1171-1260,2069.0,1835.65,2094.0,1656.0,2063.8,35783818.0,Head and Shoulders,2013-02-08,2013-06-19
BAJAJ-AUTO_1531-1620,2075.0,2614.65,2695.0,2041.5,2070.7,28206720.0,Ascending Triangle,2014-07-22,2014-12-08
BAJAJ-AUTO_1801-1890,2270.0,2375.85,2600.0,2175.55,2244.65,25085714.0,Symmetrical Triangle,2015-08-27,2016-01-08
BAJAJ-AUTO_2161-2250,2815.0,2824.3,3047.5,2750.0,2800.8,23482362.0,Double Top,2017-02-13,2017-06-23
BAJAJ-AUTO_2251-2340,2828.45,3217.45,3344.9,2694.5,2824.3,24489830.0,Cup and Handle,2017-06-27,2017-11-03
BAJAJ-AUTO_2341-2430,3211.0,2948.75,3468.35,2875.0,3217.45,25062883.0,Symmetrical Triangle,2017-11-06,2018-03-15
BAJAJ-AUTO_2431-2520,2940.0,2648.65,3194.95,2615.0,2948.75,50681835.0,Symmetrical Triangle,2018-03-16,2018-07-24
BAJAJ-AUTO_2521-2610,2670.0,2786.2,2949.0,2420.0,2648.65,45475633.0,Symmetrical Triangle,2018-07-25,2018-12-07
BAJAJ-AUTO_2611-2700,2713.0,3069.5,3089.9,2461.1,2786.2,47093976.0,Symmetrical Triangle,2018-12-10,2019-04-18
BAJAJ-AUTO_2791-2880,2775.3,3101.6,3289.0,2721.45,2788.3,38717004.0,Double Top,2019-09-03,2020-01-14
BAJAJ-AUTO_2881-2970,3101.0,2600.0,3315.15,1788.65,3101.6,68574509.0,Triple Bottom Reversal,2020-01-15,2020-05-28
BAJAJ-AUTO_3061-3150,3016.4,4151.55,4361.4,2822.45,2985.4,87686808.0,Triple Bottom Reversal,2020-10-05,2021-02-10
BAJAJFINSV_1-90,600.0,386.65,703.0,340.0,600.0,41400842.0,Descending Triangle,2008-05-26,2008-09-30
BAJAJFINSV_631-720,459.95,536.95,607.0,394.1,459.2,33850964.0,Triple Bottom Reversal,2010-12-14,2011-04-26
BAJAJFINSV_1171-1260,831.95,621.4,874.0,613.0,825.55,6859178.0,Symmetrical Triangle,2013-02-11,2013-06-20
BAJAJFINSV_1261-1350,617.55,638.1,678.0,561.0,621.4,5035021.0,Ascending Triangle,2013-06-21,2013-10-31
BAJAJFINSV_1351-1440,637.4,710.9,767.0,637.0,638.1,2658954.0,Ascending Triangle,2013-11-01,2014-03-11
BAJAJFINSV_1441-1530,705.0,938.85,988.0,694.25,710.9,5646277.0,Ascending Triangle,2014-03-12,2014-07-22
BAJAJFINSV_1531-1620,935.0,1347.55,1416.9,912.0,938.85,7850979.0,Triple Bottom Reversal,2014-07-23,2014-12-09
BAJAJFINSV_1801-1890,1755.0,1943.4,2066.05,1677.05,1744.65,5196667.0,Triple Bottom Reversal,2015-08-28,2016-01-11
BAJAJFINSV_1981-2070,1798.0,3199.85,3424.8,1762.1,1789.35,16713415.0,Ascending Triangle,2016-05-26,2016-10-04
BAJAJFINSV_2071-2160,3228.0,3637.25,3777.8,2480.0,3199.85,19649745.0,Triple Bottom Reversal,2016-10-05,2017-02-13
BAJAJFINSV_2161-2250,3639.9,4036.05,4750.0,3572.6,3637.25,10279755.0,Symmetrical Triangle,2017-02-14,2017-06-27
BAJAJFINSV_2251-2340,4025.0,5009.6,5790.0,3950.0,4036.05,16452394.0,Symmetrical Triangle,2017-06-28,2017-11-06
BAJAJFINSV_2431-2520,5020.0,6949.5,7080.0,4932.25,5011.35,16527566.0,Triple Bottom Reversal,2018-03-19,2018-07-25
BAJAJFINSV_2521-2610,6959.0,5693.95,7200.0,4955.0,6949.5,20900465.0,Triple Bottom Reversal,2018-07-26,2018-12-10
BAJAJFINSV_2611-2700,5643.0,7472.75,7620.0,5623.1,5693.95,18977077.0,Triple Bottom Reversal,2018-12-11,2019-04-22
BAJAJFINSV_2701-2790,7488.0,7026.3,8580.0,6581.0,7472.75,28312498.0,Double Top,2019-04-23,2019-09-03
BAJAJFINSV_2791-2880,7030.0,9589.15,9619.0,6950.0,7026.3,25172397.0,Ascending Triangle,2019-09-04,2020-01-15
BAJAJFINSV_2971-3060,4500.0,5881.15,6710.0,4476.75,4404.9,89230983.0,Symmetrical Triangle,2020-06-01,2020-10-05
BAJAJFINSV_3061-3150,5957.0,10216.65,10417.9,5511.05,5881.15,84008815.0,Inverse Head and Shoulders,2020-10-06,2021-02-11
BAJFINANCE_1-90,780.0,590.65,838.0,536.0,780.0,2363397.0,Descending Triangle,2010-09-29,2011-02-04
BAJFINANCE_181-270,593.0,674.9,780.0,553.8,581.15,3884511.0,Triple Bottom Reversal,2011-06-17,2011-10-26
BAJFINANCE_271-360,679.9,767.25,843.9,560.0,674.9,1963089.0,Cup and Handle,2011-10-28,2012-03-06
BAJFINANCE_361-450,767.5,966.15,972.0,755.0,767.25,1126302.0,Triple Bottom Reversal,2012-03-07,2012-07-13
BAJFINANCE_541-630,1450.0,1195.15,1458.4,1105.0,1364.9,5069880.0,Head and Shoulders,2012-11-26,2013-04-04
BAJFINANCE_631-720,1181.1,1244.0,1595.0,1009.95,1195.15,4278938.0,Triple Bottom Reversal,2013-04-05,2013-08-13
BAJFINANCE_721-810,1264.0,1531.8,1575.0,965.3,1244.0,3608876.0,Triple Bottom Reversal,2013-08-14,2013-12-24
BAJFINANCE_811-900,1548.0,1889.0,1898.0,1460.0,1531.8,2867329.0,Ascending Triangle,2013-12-26,2014-05-08
BAJFINANCE_901-990,1888.6,2571.55,2648.0,1705.0,1889.0,3482065.0,Descending Triangle,2014-05-09,2014-09-16
BAJFINANCE_1081-1170,4199.5,4715.3,4772.0,3901.15,4160.1,2947415.0,Triple Bottom Reversal,2015-02-03,2015-06-15
BAJFINANCE_1171-1260,4715.0,5273.05,5720.2,4635.15,4715.3,6769944.0,Triple Bottom Reversal,2015-06-16,2015-10-23
BAJFINANCE_1261-1350,5289.0,6207.7,6837.95,5114.55,5273.05,5657546.0,Ascending Triangle,2015-10-26,2016-03-03
BAJFINANCE_1351-1440,6299.0,8800.7,8836.0,6154.0,6207.7,9509686.0,Triple Bottom Reversal,2016-03-04,2016-07-18
BAJFINANCE_1441-1530,8809.9,907.25,11770.0,762.3,8800.7,81072812.0,Symmetrical Triangle,2016-07-19,2016-11-29
BAJFINANCE_1711-1800,1704.95,1755.15,1985.9,1627.05,1704.95,94222771.0,Double Top,2017-08-21,2017-12-28
BAJFINANCE_1801-1890,1749.25,1861.5,1967.75,1511.2,1755.15,83352978.0,Symmetrical Triangle,2017-12-29,2018-05-11
BAJFINANCE_1981-2070,2530.0,2574.85,2666.3,1912.2,2499.55,227035626.0,Descending Triangle,2018-09-21,2019-01-31
BAJFINANCE_2071-2160,2575.0,3466.5,3569.8,2506.0,2574.85,123589382.0,Head and Shoulders,2019-02-01,2019-06-17
BAJFINANCE_2161-2250,3474.0,3992.0,4219.85,2994.0,3466.5,185952738.0,Inverse Head and Shoulders,2019-06-18,2019-10-30
BAJFINANCE_2341-2430,4070.0,3292.45,4127.5,1783.0,4225.85,998972770.0,Triple Bottom Reversal,2020-03-09,2020-07-21
BAJFINANCE_2431-2520,3320.0,4689.75,4869.3,3006.9,3292.45,508318893.0,Triple Bottom Reversal,2020-07-22,2020-11-25
BAJFINANCE_2521-2610,4655.0,5029.5,5822.2,4640.0,4689.75,269055002.0,Triple Bottom Reversal,2020-11-26,2021-04-08
BHARTIARTL_91-180,499.9,720.7,829.0,494.05,499.0,102123771.0,Symmetrical Triangle,2006-10-23,2007-03-06
BHARTIARTL_271-360,880.0,900.1,1184.2,750.0,878.65,224665527.0,Ascending Triangle,2007-07-17,2007-11-21
BHARTIARTL_451-540,824.0,823.25,979.8,672.55,823.1,342135972.0,Ascending Triangle,2008-04-03,2008-08-12
BHARTIARTL_631-720,718.0,915.1,1036.0,541.1,712.05,403366185.0,Symmetrical Triangle,2008-12-30,2009-05-19
BHARTIARTL_811-900,429.5,300.4,485.0,274.0,413.5,990745124.0,Symmetrical Triangle,2009-09-24,2010-02-06
BHARTIARTL_1081-1170,339.0,326.95,365.0,303.4,337.2,428439633.0,Ascending Triangle,2010-10-26,2011-03-04
BHARTIARTL_1171-1260,325.0,394.9,428.4,308.95,326.95,364430560.0,Ascending Triangle,2011-03-07,2011-07-13
BHARTIARTL_1441-1530,334.9,256.75,336.0,254.3,336.8,387369423.0,Head and Shoulders,2012-04-04,2012-08-09
BHARTIARTL_1711-1800,322.25,335.1,354.0,274.25,320.5,412113135.0,Triple Bottom Reversal,2013-05-07,2013-09-11
BHARTIARTL_2161-2250,356.3,419.3,442.9,339.1,356.25,550689848.0,Descending Triangle,2015-03-02,2015-07-10
BHARTIARTL_2251-2340,422.0,341.35,452.45,315.6,419.3,335375160.0,Symmetrical Triangle,2015-07-13,2015-11-20
BHARTIARTL_2431-2520,346.5,347.8,385.0,325.6,348.5,277977719.0,Descending Triangle,2016-04-05,2016-08-12
BHARTIARTL_2611-2700,296.0,345.25,401.0,291.15,296.1,378178832.0,Triple Bottom Reversal,2016-12-27,2017-05-09
BHARTIARTL_2701-2790,336.5,396.0,438.15,336.5,345.25,347642534.0,Symmetrical Triangle,2017-05-10,2017-09-15
BHARTIARTL_2971-3060,379.5,287.3,399.0,282.25,379.95,430429176.0,Ascending Triangle,2018-06-08,2018-10-19
BHARTIARTL_3241-3330,357.6,433.35,455.65,321.15,356.1,1128153822.0,Ascending Triangle,2019-07-15,2019-11-27
BHARTIARTL_3331-3420,433.35,470.2,568.85,361.75,433.35,1486784287.0,Head and Shoulders,2019-11-28,2020-04-07
BHARTIARTL_3421-3510,474.35,521.4,612.0,453.0,470.2,1739745872.0,Triple Bottom Reversal,2020-04-08,2020-08-17
BHARTIARTL_3511-3600,522.05,507.2,559.0,394.0,521.4,2138822612.0,Ascending Triangle,2020-08-18,2020-12-23
BPCL_1-90,405.0,153.9,409.0,148.5,405.0,5664837.0,Descending Triangle,2000-01-03,2000-05-15
BPCL_451-540,160.0,301.75,328.75,158.3,154.8,31463602.0,Ascending Triangle,2001-10-18,2002-02-27
BPCL_631-720,284.8,186.05,320.0,169.35,284.25,172652124.0,Descending Triangle,2002-07-09,2002-11-18
BPCL_721-810,182.9,224.7,240.4,156.4,186.05,197179902.0,Ascending Triangle,2002-11-20,2003-03-28
BPCL_901-990,264.4,391.45,394.8,264.15,262.65,120257295.0,Ascending Triangle,2003-08-07,2003-12-11
BPCL_991-1080,395.5,502.15,533.0,385.0,391.45,108068800.0,Ascending Triangle,2003-12-12,2004-04-22
BPCL_1081-1170,507.45,356.4,513.25,230.0,502.15,81749024.0,Descending Triangle,2004-04-23,2004-08-27
BPCL_1171-1260,357.05,455.85,474.9,331.1,356.4,61578216.0,Triple Bottom Reversal,2004-08-30,2005-01-05
BPCL_1351-1440,375.0,395.75,415.0,339.0,376.15,32493317.0,Triple Bottom Reversal,2005-05-18,2005-09-22
BPCL_1531-1620,438.0,326.55,505.0,291.0,433.0,26555691.0,Symmetrical Triangle,2006-02-03,2006-06-15
BPCL_1621-1710,330.0,392.35,420.9,298.0,326.55,48199038.0,Triple Bottom Reversal,2006-06-16,2006-10-20
BPCL_1711-1800,395.0,289.1,418.35,285.0,392.35,48952554.0,Head and Shoulders,2006-10-21,2007-03-05
BPCL_1801-1890,295.0,337.8,400.0,281.85,289.1,37524519.0,Descending Triangle,2007-03-06,2007-07-13
BPCL_1891-1980,339.9,395.95,465.0,297.9,337.8,45114188.0,Triple Bottom Reversal,2007-07-16,2007-11-20
BPCL_1981-2070,385.2,422.75,556.8,351.1,395.95,65995125.0,Double Top,2007-11-21,2008-04-01
BPCL_2071-2160,430.75,320.1,440.0,206.0,422.75,54793623.0,Inverse Head and Shoulders,2008-04-02,2008-08-11
BPCL_2341-2430,438.8,560.6,601.2,383.6,425.95,88139963.0,Symmetrical Triangle,2009-05-19,2009-09-22
BPCL_2431-2520,560.0,568.15,657.6,481.8,560.6,53834173.0,Head and Shoulders,2009-09-23,2010-02-05
BPCL_2701-2790,720.0,570.8,785.0,529.35,719.5,63674527.0,Descending Triangle,2010-10-25,2011-03-03
BPCL_2791-2880,583.3,668.15,796.9,538.1,570.8,53824433.0,Triple Bottom Reversal,2011-03-04,2011-07-12
BPCL_2881-2970,669.85,502.95,714.45,486.6,668.15,37694842.0,Head and Shoulders,2011-07-13,2011-11-24
BPCL_2971-3060,500.0,687.35,703.9,458.05,502.95,52771359.0,Triple Bottom Reversal,2011-11-25,2012-04-02
BPCL_3061-3150,690.75,351.65,789.35,337.3,687.35,54052115.0,Symmetrical Triangle,2012-04-03,2012-08-08
BPCL_3151-3240,353.6,349.9,376.9,315.0,351.65,81101882.0,Triple Bottom Reversal,2012-08-09,2012-12-20
BPCL_3241-3330,349.5,403.3,449.0,340.55,349.9,115891954.0,Ascending Triangle,2012-12-21,2013-05-03
BPCL_3331-3420,404.8,298.45,428.3,255.95,403.3,119525114.0,Descending Triangle,2013-05-06,2013-09-10
BPCL_3511-3600,343.0,573.65,589.0,331.85,342.55,135016520.0,Triple Bottom Reversal,2014-01-21,2014-06-03
BPCL_3601-3690,575.0,666.25,722.85,539.0,573.65,154634269.0,Cup and Handle,2014-06-04,2014-10-16
BPCL_3691-3780,668.2,744.25,785.0,625.0,666.25,141494418.0,Ascending Triangle,2014-10-17,2015-02-27
BPCL_3781-3870,748.5,866.65,952.65,703.6,744.25,124903810.0,Triple Bottom Reversal,2015-02-28,2015-07-09
BPCL_3961-4050,904.9,887.25,947.0,731.15,907.4,126015402.0,Triple Bottom Reversal,2015-11-20,2016-04-01
BPCL_4141-4230,589.2,610.9,687.95,563.1,596.85,259066586.0,Double Top,2016-08-12,2016-12-23
BPCL_4231-4320,611.0,715.6,753.55,600.4,610.9,202711933.0,Ascending Triangle,2016-12-26,2017-05-08
BPCL_4411-4500,500.0,481.15,551.55,449.4,500.5,313312581.0,Double Top,2017-09-15,2018-01-23
BPCL_4591-4680,411.0,285.15,429.15,238.55,410.0,544891107.0,Symmetrical Triangle,2018-06-07,2018-10-17
BPCL_4681-4770,290.1,336.65,376.5,260.5,285.15,456402153.0,Symmetrical Triangle,2018-10-19,2019-02-26
BPCL_4771-4860,338.0,350.55,421.7,329.85,336.65,531163659.0,Head and Shoulders,2019-02-27,2019-07-11
BPCL_4951-5040,493.0,317.15,518.45,252.0,496.65,700790953.0,Descending Triangle,2019-11-27,2020-04-03
BPCL_5131-5220,418.8,372.5,436.0,325.0,413.25,886646962.0,Ascending Triangle,2020-08-17,2020-12-22
BRITANNIA_91-180,531.0,689.0,724.0,481.1,540.15,1094782.0,Symmetrical Triangle,2000-05-16,2000-09-20
BRITANNIA_271-360,728.0,628.2,823.0,592.55,761.4,816613.0,Head and Shoulders,2001-01-30,2001-06-08
BRITANNIA_451-540,501.55,586.0,643.0,475.1,508.1,382117.0,Descending Triangle,2001-10-18,2002-02-27
BRITANNIA_541-630,589.8,514.95,597.5,502.55,586.0,501273.0,Descending Triangle,2002-02-28,2002-07-08
BRITANNIA_631-720,516.0,521.65,575.0,480.55,514.95,587408.0,Descending Triangle,2002-07-09,2002-11-18
BRITANNIA_811-900,499.85,541.1,589.0,494.0,500.1,1087708.0,Symmetrical Triangle,2003-03-31,2003-08-06
BRITANNIA_1081-1170,616.5,661.5,669.8,534.05,622.95,1564859.0,Triple Bottom Reversal,2004-04-23,2004-08-27
BRITANNIA_1171-1260,660.0,905.1,944.6,620.0,661.5,1090255.0,Triple Bottom Reversal,2004-08-30,2005-01-05
BRITANNIA_1351-1440,860.0,1201.0,1280.0,830.5,870.05,527586.0,Ascending Triangle,2005-05-18,2005-09-22
BRITANNIA_1531-1620,1499.95,1230.3,1960.0,1130.55,1496.3,483201.0,Double Top,2006-02-03,2006-06-15
BRITANNIA_1621-1710,1248.85,1266.9,1445.0,1025.0,1230.3,666548.0,Inverse Head and Shoulders,2006-06-16,2006-10-20
BRITANNIA_1711-1800,1280.0,1306.4,1314.0,1037.0,1266.9,770756.0,Triple Bottom Reversal,2006-10-21,2007-03-05
BRITANNIA_1801-1890,1314.5,1691.45,1773.0,1156.2,1306.4,919517.0,Triple Bottom Reversal,2007-03-06,2007-07-13
BRITANNIA_1891-1980,1770.0,1520.05,1800.0,1333.55,1691.45,712191.0,Symmetrical Triangle,2007-07-16,2007-11-20
BRITANNIA_1981-2070,1520.0,1332.45,1650.0,1189.15,1520.05,630325.0,Head and Shoulders,2007-11-21,2008-04-01
BRITANNIA_2161-2250,1366.0,1252.9,1466.9,980.25,1375.05,227305.0,Triple Bottom Reversal,2008-08-12,2008-12-26
BRITANNIA_2251-2340,1265.0,1681.95,1788.0,1220.0,1252.9,766036.0,Triple Bottom Reversal,2008-12-29,2009-05-19
BRITANNIA_2341-2430,1681.0,1514.95,2000.0,1505.0,1681.95,720663.0,Head and Shoulders,2009-05-20,2009-09-23
BRITANNIA_2431-2520,1520.0,1617.85,1800.0,1506.05,1514.95,583543.0,Descending Triangle,2009-09-24,2010-02-06
BRITANNIA_2521-2610,1618.0,1851.4,1860.0,1557.1,1617.85,435099.0,Triple Bottom Reversal,2010-02-08,2010-06-18
BRITANNIA_2611-2700,1850.0,425.05,2376.6,420.25,1851.4,6359728.0,Descending Triangle,2010-06-21,2010-10-25
BRITANNIA_2701-2790,425.5,344.45,452.0,333.0,425.05,4845886.0,Head and Shoulders,2010-10-26,2011-03-04
BRITANNIA_2791-2880,345.5,474.65,498.2,295.2,344.45,6157790.0,Ascending Triangle,2011-03-07,2011-07-13
BRITANNIA_2881-2970,437.65,474.55,494.7,389.0,474.65,3327437.0,Cup and Handle,2011-07-14,2011-11-25
BRITANNIA_2971-3060,476.0,595.8,599.9,428.55,474.55,6696128.0,Triple Bottom Reversal,2011-11-28,2012-04-03
BRITANNIA_3061-3150,594.95,454.8,598.9,380.0,595.8,4973948.0,Descending Triangle,2012-04-04,2012-08-09
BRITANNIA_3151-3240,451.5,490.45,524.9,444.9,454.8,7164244.0,Symmetrical Triangle,2012-08-10,2012-12-21
BRITANNIA_3241-3330,491.0,577.2,585.55,455.9,490.45,6464462.0,Triple Bottom Reversal,2012-12-24,2013-05-06
BRITANNIA_3691-3780,1347.0,2095.4,2117.0,1345.1,1342.95,14704045.0,Ascending Triangle,2014-10-20,2015-02-28
BRITANNIA_3781-3870,2098.0,2839.05,2855.0,2006.5,2095.4,17562275.0,Triple Bottom Reversal,2015-03-02,2015-07-10
BRITANNIA_4051-4140,2650.0,3285.1,3317.25,2519.1,2659.2,20747054.0,Triple Bottom Reversal,2016-04-05,2016-08-12
BRITANNIA_4231-4320,2810.25,3592.95,3644.4,2781.55,2807.3,13412461.0,Ascending Triangle,2016-12-27,2017-05-09
BRITANNIA_4321-4410,3587.0,4357.0,4380.85,3371.5,3592.95,12726041.0,Triple Bottom Reversal,2017-05-10,2017-09-15
BRITANNIA_4501-4590,4719.2,5993.3,6017.0,4400.0,4719.25,11309760.0,Triple Bottom Reversal,2018-01-25,2018-06-07
BRITANNIA_4681-4770,5617.0,3058.6,6080.0,2759.0,5563.5,23468296.0,Double Top,2018-10-22,2019-02-27
BRITANNIA_4771-4860,3071.0,2780.6,3178.8,2615.85,3058.6,38031278.0,Descending Triangle,2019-02-28,2019-07-12
BRITANNIA_4951-5040,3110.4,2834.5,3318.0,2100.0,3091.1,41385901.0,Head and Shoulders,2019-11-28,2020-04-07
BRITANNIA_5041-5130,2829.0,3868.65,4010.0,2697.35,2834.5,87509377.0,Ascending Triangle,2020-04-08,2020-08-17
BRITANNIA_5131-5220,3880.0,3625.35,3949.0,3382.0,3868.65,66994042.0,Ascending Triangle,2020-08-18,2020-12-23
CIPLA_181-270,684.1,1063.35,1160.7,650.0,684.15,14155682.0,Ascending Triangle,2000-09-21,2001-01-29
CIPLA_361-450,1090.0,1138.85,1340.0,1000.0,1084.25,9277350.0,Double Top,2001-06-11,2001-10-17
CIPLA_451-540,1131.9,1051.45,1209.0,1030.0,1138.85,6598501.0,Symmetrical Triangle,2001-10-18,2002-02-27
CIPLA_541-630,1060.0,958.25,1089.8,922.0,1051.45,3630234.0,Double Top,2002-02-28,2002-07-08
CIPLA_721-810,908.95,725.0,1079.9,601.0,904.1,3657692.0,Head and Shoulders,2002-11-20,2003-03-28
CIPLA_811-900,725.1,830.4,874.9,561.15,725.0,7889258.0,Ascending Triangle,2003-03-31,2003-08-06
CIPLA_901-990,837.0,1193.9,1314.4,825.0,830.4,13420252.0,Ascending Triangle,2003-08-07,2003-12-11
CIPLA_1081-1170,1339.0,240.35,1417.95,194.0,1335.45,27449295.0,Descending Triangle,2004-04-23,2004-08-27
CIPLA_1171-1260,242.0,300.75,321.7,230.25,240.35,60069111.0,Ascending Triangle,2004-08-30,2005-01-05
CIPLA_1351-1440,279.0,348.9,398.95,270.0,279.85,43805626.0,Triple Bottom Reversal,2005-05-18,2005-09-22
CIPLA_1441-1530,315.65,490.05,499.0,315.65,348.9,53015025.0,Inverse Head and Shoulders,2005-09-23,2006-02-02
CIPLA_1531-1620,500.0,201.3,760.0,180.0,490.05,183718373.0,Symmetrical Triangle,2006-02-03,2006-06-15
CIPLA_1621-1710,204.0,262.8,280.0,202.0,201.3,136500203.0,Ascending Triangle,2006-06-16,2006-10-20
CIPLA_1981-2070,187.1,220.3,224.6,146.7,187.25,114337815.0,Triple Bottom Reversal,2007-11-21,2008-04-01
CIPLA_2071-2160,223.5,233.8,244.95,197.0,220.3,102866032.0,Triple Bottom Reversal,2008-04-02,2008-08-11
CIPLA_2161-2250,233.0,181.95,244.4,145.0,233.8,118995682.0,Head and Shoulders,2008-08-12,2008-12-26
CIPLA_2431-2520,267.0,309.5,363.5,253.1,264.3,163275967.0,Descending Triangle,2009-09-23,2010-02-05
CIPLA_2611-2700,335.15,344.35,352.0,300.0,334.65,112485914.0,Cup and Handle,2010-06-18,2010-10-22
CIPLA_2701-2790,345.2,305.8,381.0,295.65,344.35,140719572.0,Symmetrical Triangle,2010-10-25,2011-03-03
CIPLA_2791-2880,310.45,322.6,341.8,286.05,305.8,101096514.0,Symmetrical Triangle,2011-03-04,2011-07-12
CIPLA_2881-2970,324.1,314.45,330.65,272.85,322.6,122419179.0,Triple Bottom Reversal,2011-07-13,2011-11-24
CIPLA_2971-3060,314.5,309.15,359.95,286.3,314.45,126062631.0,Head and Shoulders,2011-11-25,2012-04-02
CIPLA_3061-3150,311.0,351.05,363.6,300.0,309.15,110140590.0,Cup and Handle,2012-04-03,2012-08-08
CIPLA_3151-3240,352.25,424.85,429.5,320.3,351.05,173039523.0,Triple Bottom Reversal,2012-08-09,2012-12-20
CIPLA_3331-3420,401.0,440.9,446.7,364.0,400.65,129384991.0,Ascending Triangle,2013-05-06,2013-09-10
CIPLA_3421-3510,439.0,419.85,450.4,373.2,440.9,107479318.0,Triple Bottom Reversal,2013-09-11,2014-01-20
CIPLA_3511-3600,420.25,389.0,425.85,366.5,419.85,141029044.0,Head and Shoulders,2014-01-21,2014-06-03
CIPLA_4051-4140,519.0,523.95,547.0,457.45,514.55,153999424.0,Symmetrical Triangle,2016-04-04,2016-08-11
CIPLA_4231-4320,581.3,551.55,621.25,544.15,582.3,102271635.0,Double Top,2016-12-26,2017-05-08
CIPLA_4501-4590,621.95,538.45,635.0,507.2,622.35,182613437.0,Descending Triangle,2018-01-24,2018-06-06
CIPLA_4681-4770,640.3,550.4,645.55,483.75,640.45,223121994.0,Triple Bottom Reversal,2018-10-19,2019-02-26
CIPLA_4951-5040,475.0,449.2,487.45,355.3,478.55,313162032.0,Head and Shoulders,2019-11-27,2020-04-03
CIPLA_5041-5130,479.0,771.8,814.5,452.0,449.2,843115384.0,Triple Bottom Reversal,2020-04-07,2020-08-14
COALINDIA_1-90,291.0,338.45,356.5,289.0,291.0,1078135203.0,Triple Bottom Reversal,2010-11-04,2011-03-15
COALINDIA_91-180,339.1,368.95,422.35,299.0,338.45,301916768.0,Double Top,2011-03-16,2011-07-22
COALINDIA_271-360,319.9,339.15,358.3,293.6,323.65,324166887.0,Cup and Handle,2011-12-08,2012-04-16
COALINDIA_721-810,298.0,246.15,314.8,245.15,301.7,283073006.0,Symmetrical Triangle,2013-09-23,2014-01-30
COALINDIA_811-900,246.05,389.35,423.7,240.3,246.15,389566474.0,Triple Bottom Reversal,2014-01-31,2014-06-13
COALINDIA_1081-1170,369.85,428.65,441.2,346.4,369.3,305283976.0,Triple Bottom Reversal,2015-03-12,2015-07-21
COALINDIA_1261-1350,337.5,277.45,341.0,271.65,338.35,376349441.0,Descending Triangle,2015-12-03,2016-04-13
COALINDIA_1351-1440,276.7,333.95,349.95,272.4,277.45,321734229.0,Ascending Triangle,2016-04-18,2016-08-24
COALINDIA_1441-1530,334.5,306.15,339.0,282.5,333.95,276576775.0,Descending Triangle,2016-08-25,2017-01-04
COALINDIA_1531-1620,307.1,276.45,332.3,273.1,306.15,391548627.0,Head and Shoulders,2017-01-05,2017-05-18
COALINDIA_1621-1710,278.4,260.4,283.65,233.7,276.45,341238342.0,Triple Bottom Reversal,2017-05-19,2017-09-26
COALINDIA_2071-2160,245.0,218.05,271.45,216.35,243.4,725946375.0,Double Top,2019-03-12,2019-07-23
DRREDDY_1-90,1505.0,1244.6,1803.0,1045.55,1505.0,6941595.0,Double Top,2000-01-03,2000-05-15
DRREDDY_271-360,1290.0,1466.9,1507.8,867.2,1283.6,7604074.0,Triple Bottom Reversal,2001-01-30,2001-06-08
DRREDDY_361-450,1472.0,969.95,2014.9,923.1,1466.9,19105873.0,Double Top,2001-06-11,2001-10-17
DRREDDY_451-540,961.0,1082.05,1145.9,865.0,969.95,37815252.0,Triple Bottom Reversal,2001-10-18,2002-02-27
DRREDDY_541-630,1075.0,1002.65,1149.0,894.75,1082.05,9039599.0,Head and Shoulders,2002-02-28,2002-07-08
DRREDDY_631-720,998.0,715.85,1016.9,599.05,1002.65,15285511.0,Head and Shoulders,2002-07-09,2002-11-18
DRREDDY_901-990,1045.0,1373.8,1464.7,949.9,1028.6,24851382.0,Ascending Triangle,2003-08-07,2003-12-11
